,className,classLink,packageName,packageLink
6,AppInviteReferral,https://developers.google.com/android/reference/com/google/android/gms/appinvite/AppInviteReferral.html,com.google.android.gms.appinvite,https://developers.google.com/android/reference/com/google/android/gms/appinvite/package-summary.html
0,FirebaseAppInvite,https://developers.google.com/android/reference/com/google/firebase/appinvite/FirebaseAppInvite.html,com.google.firebase.appinvite,https://developers.google.com/android/reference/com/google/firebase/appinvite/package-summary.html
0,AccountChangeEvent,https://developers.google.com/android/reference/com/google/android/gms/auth/AccountChangeEvent.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
1,AccountChangeEventsRequest,https://developers.google.com/android/reference/com/google/android/gms/auth/AccountChangeEventsRequest.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
2,AccountChangeEventsResponse,https://developers.google.com/android/reference/com/google/android/gms/auth/AccountChangeEventsResponse.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
3,CookieUtil,https://developers.google.com/android/reference/com/google/android/gms/auth/CookieUtil.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
4,GoogleAuthUtil,https://developers.google.com/android/reference/com/google/android/gms/auth/GoogleAuthUtil.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
5,GoogleAuthException,https://developers.google.com/android/reference/com/google/android/gms/auth/GoogleAuthException.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
6,GooglePlayServicesAvailabilityException,https://developers.google.com/android/reference/com/google/android/gms/auth/GooglePlayServicesAvailabilityException.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
7,UserRecoverableAuthException,https://developers.google.com/android/reference/com/google/android/gms/auth/UserRecoverableAuthException.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
8,UserRecoverableNotifiedException,https://developers.google.com/android/reference/com/google/android/gms/auth/UserRecoverableNotifiedException.html,com.google.android.gms.auth,https://developers.google.com/android/reference/com/google/android/gms/auth/package-summary.html
0,WorkAccountApi,https://developers.google.com/android/reference/com/google/android/gms/auth/account/WorkAccountApi.html,com.google.android.gms.auth.account,https://developers.google.com/android/reference/com/google/android/gms/auth/account/package-summary.html
1,WorkAccountApi.AddAccountResult,https://developers.google.com/android/reference/com/google/android/gms/auth/account/WorkAccountApi.AddAccountResult.html,com.google.android.gms.auth.account,https://developers.google.com/android/reference/com/google/android/gms/auth/account/package-summary.html
2,WorkAccount,https://developers.google.com/android/reference/com/google/android/gms/auth/account/WorkAccount.html,com.google.android.gms.auth.account,https://developers.google.com/android/reference/com/google/android/gms/auth/account/package-summary.html
3,WorkAccountClient,https://developers.google.com/android/reference/com/google/android/gms/auth/account/WorkAccountClient.html,com.google.android.gms.auth.account,https://developers.google.com/android/reference/com/google/android/gms/auth/account/package-summary.html
0,AuthenticatorTransferCompletionStatus,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/AuthenticatorTransferCompletionStatus.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
1,AccountTransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/AccountTransfer.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
2,AccountTransferClient,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/AccountTransferClient.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
3,AccountTransferStatusCodes,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/AccountTransferStatusCodes.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
4,DeviceMetaData,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/DeviceMetaData.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
5,AccountTransferException,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/AccountTransferException.html,com.google.android.gms.auth.api.accounttransfer,https://developers.google.com/android/reference/com/google/android/gms/auth/api/accounttransfer/package-summary.html
0,Auth,https://developers.google.com/android/reference/com/google/android/gms/auth/api/Auth.html,com.google.android.gms.auth.api,https://developers.google.com/android/reference/com/google/android/gms/auth/api/package-summary.html
1,Auth.AuthCredentialsOptions,https://developers.google.com/android/reference/com/google/android/gms/auth/api/Auth.AuthCredentialsOptions.html,com.google.android.gms.auth.api,https://developers.google.com/android/reference/com/google/android/gms/auth/api/package-summary.html
2,Auth.AuthCredentialsOptions.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/Auth.AuthCredentialsOptions.Builder.html,com.google.android.gms.auth.api,https://developers.google.com/android/reference/com/google/android/gms/auth/api/package-summary.html
0,CredentialPickerConfig.Prompt,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialPickerConfig.Prompt.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
1,CredentialRequestResult,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialRequestResult.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
2,CredentialsApi,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialsApi.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
3,Credential,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/Credential.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
4,Credential.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/Credential.Builder.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
5,CredentialPickerConfig,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialPickerConfig.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
6,CredentialPickerConfig.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialPickerConfig.Builder.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
7,CredentialRequest,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialRequest.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
8,CredentialRequest.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialRequest.Builder.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
9,CredentialRequestResponse,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialRequestResponse.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
10,Credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/Credentials.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
11,CredentialsClient,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialsClient.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
12,CredentialsOptions,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialsOptions.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
13,CredentialsOptions.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/CredentialsOptions.Builder.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
14,HintRequest,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/HintRequest.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
15,HintRequest.Builder,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/HintRequest.Builder.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
16,IdentityProviders,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/IdentityProviders.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
17,IdToken,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/IdToken.html,com.google.android.gms.auth.api.credentials,https://developers.google.com/android/reference/com/google/android/gms/auth/api/credentials/package-summary.html
0,GoogleSignInApi,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInApi.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
1,GoogleSignIn,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignIn.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
2,GoogleSignInClient,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInClient.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
3,GoogleSignInResult,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInResult.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
4,GoogleSignInStatusCodes,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInStatusCodes.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
5,RevocationBoundService,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/RevocationBoundService.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
0,SmsRetrieverApi,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/SmsRetrieverApi.html,com.google.android.gms.auth.api.phone,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/package-summary.html
1,SmsRetriever,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/SmsRetriever.html,com.google.android.gms.auth.api.phone,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/package-summary.html
2,SmsRetrieverClient,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/SmsRetrieverClient.html,com.google.android.gms.auth.api.phone,https://developers.google.com/android/reference/com/google/android/gms/auth/api/phone/package-summary.html
0,FenceApi,https://developers.google.com/android/reference/com/google/android/gms/awareness/FenceApi.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
1,SnapshotApi,https://developers.google.com/android/reference/com/google/android/gms/awareness/SnapshotApi.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
2,Awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/Awareness.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
3,AwarenessStatusCodes,https://developers.google.com/android/reference/com/google/android/gms/awareness/AwarenessStatusCodes.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
4,FenceClient,https://developers.google.com/android/reference/com/google/android/gms/awareness/FenceClient.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
5,SnapshotClient,https://developers.google.com/android/reference/com/google/android/gms/awareness/SnapshotClient.html,com.google.android.gms.awareness,https://developers.google.com/android/reference/com/google/android/gms/awareness/package-summary.html
0,FenceQueryResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceQueryResult.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
1,FenceStateMap,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceStateMap.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
2,FenceUpdateRequest,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceUpdateRequest.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
3,AwarenessFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/AwarenessFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
4,BeaconFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/BeaconFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
5,DetectedActivityFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/DetectedActivityFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
6,FenceQueryRequest,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceQueryRequest.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
7,FenceQueryResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceQueryResponse.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
8,FenceState,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceState.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
9,FenceUpdateRequest.Builder,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/FenceUpdateRequest.Builder.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
10,HeadphoneFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/HeadphoneFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
11,LocationFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/LocationFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
12,TimeFence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/TimeFence.html,com.google.android.gms.awareness.fence,https://developers.google.com/android/reference/com/google/android/gms/awareness/fence/package-summary.html
0,BeaconStateResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/BeaconStateResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
1,DetectedActivityResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/DetectedActivityResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
2,HeadphoneStateResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/HeadphoneStateResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
3,LocationResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/LocationResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
4,PlacesResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/PlacesResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
5,TimeIntervalsResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/TimeIntervalsResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
6,WeatherResult,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/WeatherResult.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
7,BeaconStateResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/BeaconStateResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
8,DetectedActivityResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/DetectedActivityResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
9,HeadphoneStateResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/HeadphoneStateResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
10,LocationResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/LocationResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
11,PlacesResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/PlacesResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
12,TimeIntervalsResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/TimeIntervalsResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
13,WeatherResponse,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/WeatherResponse.html,com.google.android.gms.awareness.snapshot,https://developers.google.com/android/reference/com/google/android/gms/awareness/snapshot/package-summary.html
0,BeaconState,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/BeaconState.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
1,BeaconState.BeaconInfo,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/BeaconState.BeaconInfo.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
2,HeadphoneState,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/HeadphoneState.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
3,TimeIntervals,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/TimeIntervals.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
4,Weather,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/Weather.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
5,BeaconState.TypeFilter,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/BeaconState.TypeFilter.html,com.google.android.gms.awareness.state,https://developers.google.com/android/reference/com/google/android/gms/awareness/state/package-summary.html
0,GoogleSignInApi,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInApi.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
1,GoogleSignIn,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignIn.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
2,GoogleSignInClient,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInClient.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
3,GoogleSignInResult,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInResult.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
4,GoogleSignInStatusCodes,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/GoogleSignInStatusCodes.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
5,RevocationBoundService,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/RevocationBoundService.html,com.google.android.gms.auth.api.signin,https://developers.google.com/android/reference/com/google/android/gms/auth/api/signin/package-summary.html
0,SignInButton.ButtonSize,https://developers.google.com/android/reference/com/google/android/gms/common/SignInButton.ButtonSize.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
1,SignInButton.ColorScheme,https://developers.google.com/android/reference/com/google/android/gms/common/SignInButton.ColorScheme.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
2,AccountPicker,https://developers.google.com/android/reference/com/google/android/gms/common/AccountPicker.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
3,ConnectionResult,https://developers.google.com/android/reference/com/google/android/gms/common/ConnectionResult.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
4,ErrorDialogFragment,https://developers.google.com/android/reference/com/google/android/gms/common/ErrorDialogFragment.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
5,GoogleApiAvailability,https://developers.google.com/android/reference/com/google/android/gms/common/GoogleApiAvailability.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
6,GooglePlayServicesUtil,https://developers.google.com/android/reference/com/google/android/gms/common/GooglePlayServicesUtil.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
7,Scopes,https://developers.google.com/android/reference/com/google/android/gms/common/Scopes.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
8,SignInButton,https://developers.google.com/android/reference/com/google/android/gms/common/SignInButton.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
9,SupportErrorDialogFragment,https://developers.google.com/android/reference/com/google/android/gms/common/SupportErrorDialogFragment.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
10,GooglePlayServicesNotAvailableException,https://developers.google.com/android/reference/com/google/android/gms/common/GooglePlayServicesNotAvailableException.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
11,GooglePlayServicesRepairableException,https://developers.google.com/android/reference/com/google/android/gms/common/GooglePlayServicesRepairableException.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
12,UserRecoverableException,https://developers.google.com/android/reference/com/google/android/gms/common/UserRecoverableException.html,com.google.android.gms.common,https://developers.google.com/android/reference/com/google/android/gms/common/package-summary.html
0,Api.ApiOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
1,Api.ApiOptions.HasAccountOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.HasAccountOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
2,Api.ApiOptions.HasGoogleSignInAccountOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.HasGoogleSignInAccountOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
3,Api.ApiOptions.HasOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.HasOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
4,Api.ApiOptions.NotRequiredOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.NotRequiredOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
5,Api.ApiOptions.Optional,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.Optional.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
6,GoogleApiClient.ConnectionCallbacks,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApiClient.ConnectionCallbacks.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
7,GoogleApiClient.OnConnectionFailedListener,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApiClient.OnConnectionFailedListener.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
8,Releasable,https://developers.google.com/android/reference/com/google/android/gms/common/api/Releasable.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
9,Result,https://developers.google.com/android/reference/com/google/android/gms/common/api/Result.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
10,ResultCallback,https://developers.google.com/android/reference/com/google/android/gms/common/api/ResultCallback.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
11,Api,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
12,Api.ApiOptions.NoOptions,https://developers.google.com/android/reference/com/google/android/gms/common/api/Api.ApiOptions.NoOptions.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
13,Batch,https://developers.google.com/android/reference/com/google/android/gms/common/api/Batch.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
14,Batch.Builder,https://developers.google.com/android/reference/com/google/android/gms/common/api/Batch.Builder.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
15,BatchResult,https://developers.google.com/android/reference/com/google/android/gms/common/api/BatchResult.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
16,BatchResultToken,https://developers.google.com/android/reference/com/google/android/gms/common/api/BatchResultToken.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
17,BooleanResult,https://developers.google.com/android/reference/com/google/android/gms/common/api/BooleanResult.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
18,CommonStatusCodes,https://developers.google.com/android/reference/com/google/android/gms/common/api/CommonStatusCodes.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
19,GoogleApi,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApi.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
20,GoogleApiActivity,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApiActivity.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
21,GoogleApiClient,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApiClient.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
22,GoogleApiClient.Builder,https://developers.google.com/android/reference/com/google/android/gms/common/api/GoogleApiClient.Builder.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
23,OptionalPendingResult,https://developers.google.com/android/reference/com/google/android/gms/common/api/OptionalPendingResult.html,com.google.android.gms.common.api,https://developers.google.com/android/reference/com/google/android/gms/common/api/package-summary.html
